# doc = kitten.2.txt;;;;;;;;;;;;;;;;;1
# sent = 934;;;;;;;;;;;;;;;;;231
"<distinct form=""";;;;;;;;;;;;;;;;;232
<dist>;о;;;;;;;;;;;;;;;;233
""">";;;;;;;;;;;;;;;;;234
;Вот;ВОТ;PART;;y;о _Вот_ , ,;т;о;в;;;;PART;ВОТ;PART;Т;235
</distinct>;;;;;;;;;;;;;;;;;236
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;237
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;238
;они;ОНИ;SPRO pl - - nom;;y;, , _они_ вдвоём куда то;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И;239
;вдвоём;ВДВОЕМ;ADV -;;y;, , они _вдвоём_ куда то побежали;м;ё;о;в;д;в;ADV;ВДВОЕМ;ADV -;М;240
;куда;КУДА;ADVPRO -;часть(куда-то);!!!;, они вдвоём _куда_ то побежали ,;а;д;у;к;;;ADV;КУДА;ADV -;А;241
;то;ТО;PART;часть (что-то);!!!;они вдвоём куда _то_ побежали , они;о;т;;;;;CONJ;ТО;CONJ;О;242
;побежали;ПОБЕЖАТЬ;V pf praet sg indic m -;;Y;вдвоём куда то _побежали_ , они убежали;и;л;а;ж;е;б;V;ПОБЕЖАТЬ;V pf praet pl indic - -;Ь;243
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;244
;они;ОНИ;SPRO pl - - nom;;y;то побежали , _они_ убежали в подвал;и;н;о;;;;SPRO;ОНИ;SPRO pl - - nom;И;245
;убежали;УБЕЖАТЬ;V pf praet sg indic m -;;y;побежали , они _убежали_ в подвал .;и;л;а;ж;е;б;V;УБЕЖАТЬ;V pf praet pl indic - -;Ь;246
;в;В;PR;;y;, они убежали _в_ подвал .;в;;;;;;PR;В;PR;В;247
;подвал;ПОДВАЛ;S m inan acc sg;;y;они убежали в _подвал_ .;л;а;в;д;о;п;S;ПОДВАЛ;S m inan acc sg;Л;248
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;249
;;;;;;;;;;;;;;;;;250
# sent = 935;;;;;;;;;;;;;;;;;251
# speaker = Алина;;;;;;;;;;;;;;;;;252
# sent = 936;;;;;;;;;;;;;;;;;253
;Тут;ТУТ;ADV -;;y;_Тут_ третья кошка .;т;у;т;;;;ADV;ТУТ;ADV -;Т;254
;третья;ТРЕТИЙ;ANUM - nom sg plen m -;;y;Тут _третья_ кошка .;я;ь;т;е;р;т;ANUM;ТРЕТИЙ;A - nom sg plen f -;Й;255
;кошка;КОШКА;S f anim nom sg;;y;Тут третья _кошка_ .;а;к;ш;о;к;;S;КОШКА;S f anim nom sg;А;256
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;257
;;;;;;;;;;;;;;;;;258
# sent = 937;;;;;;;;;;;;;;;;;259
;Она;ОНА;SPRO sg 3p f nom;;y;. _Она_ красивая .;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А;260
;красивая;КРАСИВЫЙ;A - nom pl plen - -;;y;Она _красивая_ .;я;а;в;и;с;а;A;КРАСИВЫЙ;A - nom sg plen f -;Й;261
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;262
;;;;;;;;;;;;;;;;;263
# sent = 938;;;;;;;;;;;;;;;;;264
;Она;ОНА;SPRO sg 3p f nom;;y;. _Она_ похожа на ...;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А;265
;похожа;ПОХОЖИЙ;A - - sg brev m -;;y;Она _похожа_ на ... на;а;ж;о;х;о;п;A;ПОХОЖИЙ;A - - sg brev f -;Й;266
;на;НА;PR;;y;Она похожа _на_ ... на дикую;а;н;;;;;PR;НА;PR;А;267
;...;...;PUNCT;;;;;;;;;;PUNCT;;;;268
;на;НА;PR;;y;похожа на ... _на_ дикую .;а;н;;;;;PR;НА;PR;А;269
;дикую;ДИКИЙ;A - acc sg plen f -;;y;на ... на _дикую_ .;ю;у;к;и;д;;A;ДИКИЙ;A - acc sg plen f -;Й;270
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;271
;;;;;;;;;;;;;;;;;272
# sent = 939;;;;;;;;;;;;;;;;;273
# speaker = Мария;;;;;;;;;;;;;;;;;274
# sent = 940;;;;;;;;;;;;;;;;;275
;Что;ЧТО;SPRO n inan nom sg;;y;_Что_ делает третья кошка;о;т;ч;;;;SPRO;ЧТО;S n - nom sg;О;276
;делает;ДЕЛАТЬ;V ipf praes sg indic - 3p;;y;Что _делает_ третья кошка ?;т;е;а;л;е;д;V;ДЕЛАТЬ;V ipf praes sg indic - 3p;Ь;277
;третья;ТРЕТИЙ;ANUM - nom sg plen m -;;y;Что делает _третья_ кошка ?;я;ь;т;е;р;т;ANUM;ТРЕТИЙ;A - nom sg plen f -;Й;278
;кошка;КОШКА;S f anim nom sg;;y;Что делает третья _кошка_ ?;а;к;ш;о;к;;S;КОШКА;S f anim nom sg;А;279
;?;?;PUNCT;;;;;;;;;;PUNCT;;;;280
;;;;;;;;;;;;;;;;;281
# sent = 941;;;;;;;;;;;;;;;;;282
# speaker = Алина;;;;;;;;;;;;;;;;;283
# sent = 942;;;;;;;;;;;;;;;;;284
;Подожди;ПОДОЖДАТЬ;V pf - sg imper - 2p;;y;_Подожди_ , тут что-то;и;д;ж;о;д;о;V;ПОДОЖДАТЬ;V pf - sg imper - 2p;Ь;285
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;286
;тут;ТУТ;ADV -;;y;Подожди , _тут_ что-то происходит ,;т;у;т;;;;ADV;ТУТ;ADV -;Т;287
;что-то;ЧТО-ТО;SPRO n inan nom sg;;y;Подожди , тут _что-то_ происходит , там;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - nom sg;О;288
;происходит;ПРОИСХОДИТЬ;V ipf praes sg indic - 3p;;y;, тут что-то _происходит_ , там был;т;и;д;о;х;с;V;ПРОИСХОДИТЬ;V ipf praes sg indic - 3p;Ь;289
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;290
;там;ТАМ;ADV -;;y;что-то происходит , _там_ был какой то;м;а;т;;;;ADV;ТАМ;ADV -;М;291
;был;БЫТЬ;V ipf praes sg indic - 3p;;y;происходит , там _был_ какой то пакет;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь;292
;какой;КАКОЙ;APRO - nom sg plen m -;часть(какой-то);!!!;, там был _какой_ то пакет .;й;о;к;а;к;;APRO;КАКОЙ;A - nom sg plen m -;Й;293
;то;ТО;CONJ;часть(куда-то);!!!;там был какой _то_ пакет .;о;т;;;;;CONJ;ТО;CONJ;О;294
;пакет;ПАКЕТ;S m inan nom sg;;y;был какой то _пакет_ .;т;е;к;а;п;;S;ПАКЕТ;S m inan acc sg;Т;295
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;296
;;;;;;;;;;;;;;;;;297
# sent = 943;;;;;;;;;;;;;;;;;298
;А;А;INTJ;;y;. _А_ , он хочет;а;;;;;;CONJ;А;CONJ;А;299
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;300
;он;ОН;SPRO sg 3p m nom;;y;А , _он_ хочет их покормить;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;301
;хочет;ХОТЕТЬ;V ipf praes sg indic - 1p;;y;А , он _хочет_ их покормить !;т;е;ч;о;х;;V;ХОТЕТЬ;V ipf praes sg indic - 3p;Ь;302
;их;ОНИ;SPRO pl - - gen;;y;, он хочет _их_ покормить !;х;и;;;;;SPRO;ОНИ;SPRO pl - - acc;И;303
;покормить;ПОКОРМИТЬ;V pf praet pl indic - -;;y;он хочет их _покормить_ !;ь;т;и;м;р;о;V;ПОКОРМИТЬ;V pf - - inf - -;Ь;304
;!;!;PUNCT;;;;;;;;;;PUNCT;;;;305
;;;;;;;;;;;;;;;;;306
# sent = 944;;;;;;;;;;;;;;;;;307
# speaker = Алина;;;;;;;;;;;;;;;;;308
# sent = 945;;;;;;;;;;;;;;;;;309
;Третий;ТРЕТИЙ;ANUM - nom sg plen m -;;y;_Третий_ кот смотрит на;й;и;т;е;р;т;ANUM;ТРЕТИЙ;A - nom sg plen m -;Й;310
;кот;КОТ;S m anim nom pl;;y;Третий _кот_ смотрит на еду;т;о;к;;;;S;КОТ;S m anim nom sg;Т;311
;смотрит;СМОТРЕТЬ;V ipf praes sg indic - 3p;;Y;Третий кот _смотрит_ на еду .;т;и;р;т;о;м;V;СМОТРЕТЬ;V ipf praes sg indic - 3p;Ь;312
;на;НА;PR;;y;Третий кот смотрит _на_ еду .;а;н;;;;;PR;НА;PR;А;313
;еду;ЕДА;S f inan loc sg;;y;кот смотрит на _еду_ .;у;д;е;;;;S;ЕДА;S f inan acc sg;А;314
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;315
;;;;;;;;;;;;;;;;;316
# sent = 946;;;;;;;;;;;;;;;;;317
;Блин;БЛИН;INTJ;;y;. _Блин_ , классный кот;н;и;л;б;;;S;БЛИН;S m inan acc sg;Н;318
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;319
;классный;КЛАССНЫЙ;A - nom sg plen m -;;Y;Блин , _классный_ кот .;й;ы;н;с;с;а;A;КЛАССНЫЙ;A - nom sg plen m -;Й;320
;кот;КОТ;S m anim gen sg;;y;Блин , классный _кот_ .;т;о;к;;;;S;КОТ;S m anim nom sg;Т;321
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;322
;;;;;;;;;;;;;;;;;323
# sent = 947;;;;;;;;;;;;;;;;;324
;А;А;INTJ;;y;. _А_ , нет ,;а;;;;;;CONJ;А;CONJ;А;325
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;326
;нет;НЕТ;PRAEDIC;;y;А , _нет_ , он убежал;т;е;н;;;;PART;НЕТ;PART;Т;327
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;328
;он;ОН;SPRO sg 3p m nom;;y;, нет , _он_ убежал , а;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;329
;убежал;УБЕЖАТЬ;V pf praet sg indic m -;;y;нет , он _убежал_ , а ,;л;а;ж;е;б;у;V;УБЕЖАТЬ;V pf praet sg indic m -;Ь;330
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;331
;а;А;INTJ;;y;он убежал , _а_ , нет ,;а;;;;;;CONJ;А;CONJ;А;332
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;333
;нет;НЕТ;PART;;y;, а , _нет_ , не убежал;т;е;н;;;;PART;НЕТ;PART;Т;334
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;335
;не;НЕ;PART;;y;, нет , _не_ убежал !;е;н;;;;;PART;НЕ;PART;Е;336
;убежал;УБЕЖАТЬ;V pf praet sg indic f -;;y;нет , не _убежал_ !;л;а;ж;е;б;у;V;УБЕЖАТЬ;V pf praet sg indic m -;Ь;337
;!;!;PUNCT;;;;;;;;;;PUNCT;;;;338
;;;;;;;;;;;;;;;;;339
# sent = 948;;;;;;;;;;;;;;;;;340
# speaker = Алина;;;;;;;;;;;;;;;;;341
# sent = 949;;;;;;;;;;;;;;;;;342
;Он;ОН;SPRO sg 3p m nom;;y;_Он_ смотрит на еду;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;343
;смотрит;СМОТРЕТЬ;V ipf praes sg indic - 3p;;Y;Он _смотрит_ на еду ,;т;и;р;т;о;м;V;СМОТРЕТЬ;V ipf praes sg indic - 3p;Ь;344
;на;НА;PR;;y;Он смотрит _на_ еду , он;а;н;;;;;PR;НА;PR;А;345
;еду;ЕДА;S f inan ins sg;;y;Он смотрит на _еду_ , он идёт;у;д;е;;;;S;ЕДА;S f inan acc sg;А;346
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;347
;он;ОН;SPRO sg 3p m nom;;y;на еду , _он_ идёт к еде;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;348
;идёт;ИДТИ;V ipf praes sg indic - 3p;;y;еду , он _идёт_ к еде .;т;ё;д;и;;;V;ИДТИ;V ipf praes sg indic - 3p;И;349
;к;К;PR;;Y;, он идёт _к_ еде .;к;;;;;;PR;К;PR;К;350
;еде;ЕДА;S f inan acc sg;;y;он идёт к _еде_ .;е;д;е;;;;S;ЕДА;S f inan loc sg;А;351
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;352
;;;;;;;;;;;;;;;;;353
# sent = 950;;;;;;;;;;;;;;;;;354
# speaker = Алина;;;;;;;;;;;;;;;;;355
# sent = 951;;;;;;;;;;;;;;;;;356
;Почему;ПОЧЕМУ;ADVPRO -;;Y;_Почему_ третий кот дружелюбнее;у;м;е;ч;о;п;ADV;ПОЧЕМУ;ADV -;У;357
;третий;ТРЕТИЙ;ANUM - nom sg plen f -;;y;Почему _третий_ кот дружелюбнее ,;й;и;т;е;р;т;ANUM;ТРЕТИЙ;A - nom sg plen m -;Й;358
;кот;КОТ;S m anim dat sg;;y;Почему третий _кот_ дружелюбнее , чем;т;о;к;;;;S;КОТ;S m anim nom sg;Т;359
;дружелюбнее;ДРУЖЕЛЮБНЫЙ;A comp - - plen - -;;y;Почему третий кот _дружелюбнее_ , чем те;е;е;н;б;ю;л;A;ДРУЖЕЛЮБНЫЙ;A comp - - plen - -;Й;360
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;361
;чем;ЧЕМ;CONJ;;y;кот дружелюбнее , _чем_ те два ?;м;е;ч;;;;CONJ;ЧЕМ;CONJ;М;362
;те;ТОТ;APRO - nom pl plen - -;;y;дружелюбнее , чем _те_ два ?;е;т;;;;;A;ТОТ;A - nom pl plen - -;Т;363
;два;ДВА;NUM nom m inan;;y;, чем те _два_ ?;а;в;д;;;;NUM;ДВА;NUM acc m inan;А;364
;?;?;PUNCT;;;;;;;;;;PUNCT;;;;365
;;;;;;;;;;;;;;;;;366
# sent = 952;;;;;;;;;;;;;;;;;367
;Те;ТОТ;APRO - nom pl plen - -;;y;? _Те_ два убежали .;е;т;;;;;A;ТОТ;A - nom pl plen - -;Т;368
;два;ДВА;NUM nom f -;;y;Те _два_ убежали .;а;в;д;;;;NUM;ДВА;NUM acc m inan;А;369
;убежали;УБЕЖАТЬ;V pf praet sg indic m -;;y;Те два _убежали_ .;и;л;а;ж;е;б;V;УБЕЖАТЬ;V pf praet pl indic - -;Ь;370
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;371
;;;;;;;;;;;;;;;;;372
# sent = 953;;;;;;;;;;;;;;;;;373
# speaker = Алина;;;;;;;;;;;;;;;;;374
# sent = 954;;;;;;;;;;;;;;;;;375
;Блин;БЛИН;INTJ;;y;_Блин_ , у него;н;и;л;б;;;S;БЛИН;S m inan acc sg;Н;376
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;377
;у;У;PR;;y;Блин , _у_ него такие глаза;у;;;;;;PR;У;PR;У;378
;него;ОН;SPRO sg 3p m dat;;y;Блин , у _него_ такие глаза красивые;о;г;е;н;;;SPRO;ОН;SPRO sg 3p m acc;Н;379
;такие;ТАКОЙ;APRO - nom pl plen - -;;y;, у него _такие_ глаза красивые .;е;и;к;а;т;;APRO;ТАКОЙ;A - nom pl plen - -;Й;380
;глаза;ГЛАЗ;S m inan nom pl;;y;у него такие _глаза_ красивые .;а;з;а;л;г;;S;ГЛАЗ;S m inan nom pl;З;381
;красивые;КРАСИВЫЙ;A - nom sg plen f -;;y;него такие глаза _красивые_ .;е;ы;в;и;с;а;A;КРАСИВЫЙ;A - nom pl plen - -;Й;382
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;383
;;;;;;;;;;;;;;;;;384
# sent = 955;;;;;;;;;;;;;;;;;385
# speaker = Алина;;;;;;;;;;;;;;;;;386
# sent = 956;;;;;;;;;;;;;;;;;387
;Он;ОН;SPRO sg 3p m nom;;y;_Он_ облизнулся .;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;388
;облизнулся;ОБЛИЗАТЬСЯ;V pf praet sg indic m -;;Y;Он _облизнулся_ .;я;с;л;у;н;з;V;ОБЛИЗАТЬСЯ;V pf praet sg indic m -;Я;389
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;390
;;;;;;;;;;;;;;;;;391
# sent = 957;;;;;;;;;;;;;;;;;392
# speaker = Алина;;;;;;;;;;;;;;;;;393
# sent = 958;;;;;;;;;;;;;;;;;394
"<distinct form=""";;;;;;;;;;;;;;;;;395
<dist>;о;;;;;;;;;;;;;;;;396
""">";;;;;;;;;;;;;;;;;397
;Вот;ВОТ;PART;;y;о _Вот_ , ,;т;о;в;;;;PART;ВОТ;PART;Т;398
</distinct>;;;;;;;;;;;;;;;;;399
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;400
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;401
;я;Я;SPRO sg 1p - nom;;y;, , _я_ вижу человека .;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я;402
;вижу;ВИДЕТЬ;V ipf praes sg indic - 1p;;y;, , я _вижу_ человека .;у;ж;и;в;;;V;ВИДЕТЬ;V ipf praes sg indic - 1p;Ь;403
;человека;ЧЕЛОВЕК;S m anim nom sg;;y;, я вижу _человека_ .;а;к;е;в;о;л;S;ЧЕЛОВЕК;S m anim acc sg;К;404
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;405
;;;;;;;;;;;;;;;;;406
# sent = 959;;;;;;;;;;;;;;;;;407
# speaker = Мария;;;;;;;;;;;;;;;;;408
# sent = 960;;;;;;;;;;;;;;;;;409
;Что;ЧТО;SPRO n inan nom sg;;y;_Что_ делает человек ?;о;т;ч;;;;SPRO;ЧТО;S n - nom sg;О;410
;делает;ДЕЛАТЬ;V ipf praes sg indic - 3p;;y;Что _делает_ человек ?;т;е;а;л;е;д;V;ДЕЛАТЬ;V ipf praes sg indic - 3p;Ь;411
;человек;ЧЕЛОВЕК;S m anim acc sg;;y;Что делает _человек_ ?;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg;К;412
;?;?;PUNCT;;;;;;;;;;PUNCT;;;;413
;;;;;;;;;;;;;;;;;414
# sent = 961;;;;;;;;;;;;;;;;;415
# speaker = Алина;;;;;;;;;;;;;;;;;416
# sent = 962;;;;;;;;;;;;;;;;;417
;Человек;ЧЕЛОВЕК;S m anim acc sg;;y;_Человек_ лезет в подвал;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg;К;418
;лезет;ЛЕЗТЬ;V ipf praes sg indic - 3p;;y;Человек _лезет_ в подвал или;т;е;з;е;л;;V;ЛЕЗТЬ;V ipf praes sg indic - 3p;Ь;419
;в;В;PR;;y;Человек лезет _в_ подвал или смотрит;в;;;;;;PR;В;PR;В;420
;подвал;ПОДВАЛ;S m inan acc sg;;y;Человек лезет в _подвал_ или смотрит в;л;а;в;д;о;п;S;ПОДВАЛ;S m inan acc sg;Л;421
;или;ИЛИ;CONJ;;y;лезет в подвал _или_ смотрит в подвал;и;л;и;;;;CONJ;ИЛИ;CONJ;И;422
;смотрит;СМОТРЕТЬ;V ipf praes sg indic - 3p;;Y;в подвал или _смотрит_ в подвал ,;т;и;р;т;о;м;V;СМОТРЕТЬ;V ipf praes sg indic - 3p;Ь;423
;в;В;PR;;y;подвал или смотрит _в_ подвал , он;в;;;;;;PR;В;PR;В;424
;подвал;ПОДВАЛ;S m inan acc sg;;y;или смотрит в _подвал_ , он ушёл;л;а;в;д;о;п;S;ПОДВАЛ;S m inan acc sg;Л;425
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;426
;он;ОН;SPRO sg 3p m nom;;y;в подвал , _он_ ушёл от подвала;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;427
;ушёл;УЙТИ;V pf praet sg indic m -;;y;подвал , он _ушёл_ от подвала .;л;ё;ш;у;;;V;УЙТИ;V pf praet sg indic m -;И;428
;от;ОТ;PR;;y;, он ушёл _от_ подвала .;т;о;;;;;PR;ОТ;PR;Т;429
;подвала;ПОДВАЛ;S m inan gen sg;;y;он ушёл от _подвала_ .;а;л;а;в;д;о;S;ПОДВАЛ;S m inan gen sg;Л;430
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;431
;;;;;;;;;;;;;;;;;432
# sent = 963;;;;;;;;;;;;;;;;;433
# speaker = Алина;;;;;;;;;;;;;;;;;434
# sent = 964;;;;;;;;;;;;;;;;;435
;Ещё;ЕЩЕ;ADV -;;Y;_Ещё_ там постоянно кто-то;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е;436
;там;ТАМ;ADV -;;y;Ещё _там_ постоянно кто-то кыскает;м;а;т;;;;ADV;ТАМ;ADV -;М;437
;постоянно;ПОСТОЯННО;ADV -;;y;Ещё там _постоянно_ кто-то кыскает ...;о;н;н;я;о;т;ADV;ПОСТОЯННО;ADV -;О;438
;кто-то;КТО-ТО;SPRO m - nom sg;;y;Ещё там постоянно _кто-то_ кыскает ... ой;о;т;-;о;т;к;S;КТО-ТО;S m - nom sg;О;439
;кыскает;КЫСКАТЬ;V pf fut sg indic - 3p;;y;там постоянно кто-то _кыскает_ ... ой ,;т;е;а;к;с;ы;V;КЫСКАТЬ;V pf fut sg indic - 3p;Ь;440
;...;...;PUNCT;;;;;;;;;;PUNCT;;;;441
;ой;ОЙ;INTJ;;y;кто-то кыскает ... _ой_ , опять кот;й;о;;;;;INTJ;ОЙ;INTJ;Й;442
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;443
;опять;ОПЯТЬ;ADV -;;y;... ой , _опять_ кот .;ь;т;я;п;о;;ADV;ОПЯТЬ;ADV -;Ь;444
;кот;КОТ;S m anim dat sg;;y;ой , опять _кот_ .;т;о;к;;;;S;КОТ;S m anim nom sg;Т;445
;.;.;PUNCT;;;;;;;;;;PUNCT;;;;446
;;;;;;;;;;;;;;;;;447
# sent = 965;;;;;;;;;;;;;;;;;448
# speaker = Алина;;;;;;;;;;;;;;;;;449
# sent = 966;;;;;;;;;;;;;;;;;450
;Ути;УТИ;INTJ;;y;_Ути_ госьподи;и;т;у;;;;INTJ;УТИ;INTJ;И;451
"<distinct form=""";;;;;;;;;;;;;;;;;452
<dist>;госьподи;;;;;;;;;;;;;;;;453
""">";;;;;;;;;;;;;;;;;454
;господи;ГОСПОДИ;INTJ;;y;госьподи _господи_ , он;и;д;о;п;с;о;INTJ;ГОСПОДИ;INTJ;И;455
</distinct>;;;;;;;;;;;;;;;;;456
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;457
;он;ОН;SPRO sg 3p m nom;;y;господи , _он_ ест !;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н;458
;ест;ЕСТЬ;V ipf praes pl indic - 3p;;y;, он _ест_ !;т;с;е;;;;V;ЕСТЬ;V ipf praes sg indic - 3p;Ь;459
;!;!;PUNCT;;;;;;;;;;PUNCT;;;;460
;;;;;;;;;;;;;;;;;461
# sent = 967;;;;;;;;;;;;;;;;;462
# speaker = Алина;;;;;;;;;;;;;;;;;463
# sent = 968;;;;;;;;;;;;;;;;;464
;Ей;ОНА;SPRO sg 3p f dat;;y;_Ей_ нравится , по-моему;й;е;;;;;SPRO;ОНА;SPRO sg 3p f dat;А;465
;нравится;НРАВИТЬСЯ;V ipf praes sg indic - 3p;;Y;Ей _нравится_ , по-моему ,;я;с;т;и;в;а;V;НРАВИТЬСЯ;V ipf praes sg indic - 3p;Я;466
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;467
;по-моему;ПО-МОЕМУ;PARENTH;;Y;Ей нравится , _по-моему_ , она голодная;у;м;е;о;м;-;ADV;ПО-МОЕМУ;ADV -;У;468
;,;,;PUNCT;;;;;;;;;;PUNCT;;;;469
;она;ОНА;SPRO sg 3p f nom;;y;, по-моему , _она_ голодная - мой;а;н;о;;;;SPRO;ОНА;SPRO sg 3p f nom;А;470
